ALUNOS_PORCENTAGEM_Q004_Mae_Nao_Sabe_Escolaridade,ALUNOS_PORCENTAGEM_Q010A_Sim_Tv_A_Cabo,ALUNOS_PORCENTAGEM_Q005_Pai_Nao_Sabe_Escolaridade,ALUNOS_PORCENTAGEM_Q007_Contratam_Domestica_Vez_Em_Quando,ALUNOS_PORCENTAGEM_Q017B_Fazer_Curos_Mais_2_Hora,ALUNOS_PORCENTAGEM_Q009A_Nenhum_Geladeira_Em_Casa,ALUNOS_PORCENTAGEM_Q003A_Sim_moro_com_mae_madrasta,ALUNOS_PORCENTAGEM_Q002_Branca,ALUNOS_PORCENTAGEM_Q009B_1_Tablet_Em_Casa,ALUNOS_PORCENTAGEM_Q018C_Le_Quadrinhos_Quase_Nunca,ALUNOS_PORCENTAGEM_Q019_Depois_EM_Somente_Trabalhar,ALUNOS_PORCENTAGEM_Q014_Abandonou_Escola_Publica_Particular,ALUNOS_PORCENTAGEM_Q006A_Conversa_Sobre_Escola_Quase_Sempre,ALUNOS_PORCENTAGEM_Q018A_Le_Noticias_Quase_Sempre,ALUNOS_PORCENTAGEM_Q003D_Sim_moro_com_avos,ALUNOS_PORCENTAGEM_Q020_Sim_Concluiu_EM_Eja,ALUNOS_PORCENTAGEM_Q008C_Sim_Iluminacao_Na_Rua,ALUNOS_PORCENTAGEM_Q015_Reprovado_Nunca,ALUNOS_PORCENTAGEM_Q010D_Sim_Mesa_Estudo,ALUNOS_PORCENTAGEM_Q010C_Sim_Quarto_So_Meu,ALUNOS_PORCENTAGEM_Q012_Meio_Transporte_Carro,ALUNOS_PORCENTAGEM_Q013_Idade_Ingresso_Escola_8_Ou_Mais,ALUNOS_PORCENTAGEM_Q017D_Estudar_Mais_2_Hora,ALUNOS_PORCENTAGEM_Q017E_Trabalhar_Mais_2_Hora,ALUNOS_PORCENTAGEM_Q009C_1_Computador_Em_Casa,ALUNOS_PORCENTAGEM_Q006E_Reuniao_Pais_Quase_Nunca,ALUNOS_PORCENTAGEM_Q010E_Sim_Garagem,ALUNOS_PORCENTAGEM_Q006C_Incentiva_Fazer_tarefas_Quase_Nunca,ALUNOS_PORCENTAGEM_Q016_Abandonou_Escola_Nunca,ALUNOS_PORCENTAGEM_Q017C_Trabalhos_Domesticos_1_a_2_Horas,ALUNOS_PORCENTAGEM_Q003B_Sim_moro_com_pai_padrasto,ALUNOS_PORCENTAGEM_Q008B_Sim_Agua_Tratada,ALUNOS_PORCENTAGEM_Q018B_Le_Livros_Quase_Nunca,ALUNOS_PORCENTAGEM_Q006B_Incentiva_Estudar_Vez_Em_Quando,ALUNOS_PORCENTAGEM_Q009D_1_Quartos_Em_Casa,ALUNOS_PORCENTAGEM_Q010B_Sim_Wifi,ALUNOS_PORCENTAGEM_Q017A_Lazer_Nao_Uso_Tempo_Nisso,ALUNOS_PORCENTAGEM_Q006D_Comparecer_aulas_Quase_Sempre,ALUNOS_PORCENTAGEM_Q010G_Nao_Aspirador_Po,ALUNOS_PORCENTAGEM_Q009F_2_Banheiro_Em_Casa,PROFESSOR_PORCENTAGEM_Q014_Estudantes_Tem_Problemas_Aprendizagem_Concordo,PROFESSOR_PORCENTAGEM_Q101_Alunos_Sob_Efeito_Drogas_Nunca,PROFESSOR_PORCENTAGEM_Q001_Parda,PROFESSOR_PORCENTAGEM_Q115_Estimula_Alunos_Expressarem_Opinioes_Semanalmente,PROFESSOR_PORCENTAGEM_Q022_Assisto_Telejornal_Sempre,PROFESSOR_PORCENTAGEM_Q080_Vezes_Reuniu_Conselho_Clas_Mais_Tres_Vezes,PROFESSOR_PORCENTAGEM_Q094_Alunos_Respeitam_Acordos_Em_Sala_Discordo,PROFESSOR_PORCENTAGEM_Q075_Projeto_Politico_Pedagogico_Discutido_Reunioes_Sim,PROFESSOR_PORCENTAGEM_Q064_Aprimorar_Proces_Avalia_Sala_Contribiu_Mt,PROFESSOR_PORCENTAGEM_Q095_Alunos_Chegam_Pontualmente_Concordo,ALUNOS_ID_ESCOLA,MEDIA_FINAL
0.1197183098591549,0.3380281690140845,0.2112676056338028,0.0915492957746478,0.056338028169014,0.0140845070422535,0.7323943661971831,0.2253521126760563,0.1619718309859155,0.5915492957746479,0.1338028169014084,0.0211267605633802,0.3661971830985915,0.2394366197183098,0.1126760563380281,0.1197183098591549,0.528169014084507,0.852112676056338,0.3661971830985915,0.6690140845070423,0.0633802816901408,0.0352112676056338,0.1126760563380281,0.4929577464788732,0.3450704225352112,0.1338028169014084,0.4788732394366197,0.1197183098591549,0.9295774647887324,0.3169014084507042,0.6619718309859155,0.3943661971830985,0.323943661971831,0.1901408450704225,0.0422535211267605,0.8309859154929577,0.0774647887323943,0.8661971830985915,0.8309859154929577,0.204225352112676,0.4375,0.5625,0.25,0.125,0.375,0.375,0.0625,0.375,0.0625,0.375,11025638,269.21500000000003
0.0533333333333333,0.3666666666666666,0.14,0.1,0.12,0.0,0.7866666666666666,0.3533333333333333,0.1,0.5866666666666667,0.0333333333333333,0.2333333333333333,0.34,0.2733333333333333,0.14,0.0333333333333333,0.9333333333333332,0.8933333333333333,0.52,0.6733333333333333,0.2133333333333333,0.0133333333333333,0.1266666666666666,0.1466666666666666,0.4666666666666667,0.2266666666666666,0.5066666666666667,0.2266666666666666,0.98,0.4,0.64,0.9133333333333332,0.34,0.16,0.06,0.82,0.0,0.8466666666666667,0.7933333333333333,0.3666666666666666,0.4,0.4,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,11007885,302.27
0.1026785714285714,0.3035714285714285,0.2142857142857142,0.0848214285714285,0.1964285714285714,0.0044642857142857,0.8125,0.2589285714285714,0.1473214285714285,0.53125,0.0446428571428571,0.1339285714285714,0.3303571428571428,0.3392857142857143,0.1160714285714285,0.0491071428571428,0.6964285714285714,0.7767857142857143,0.4241071428571428,0.6339285714285714,0.1071428571428571,0.0089285714285714,0.1294642857142857,0.3660714285714285,0.40625,0.2276785714285714,0.5223214285714286,0.15625,0.9330357142857144,0.3526785714285714,0.6517857142857143,0.65625,0.3482142857142857,0.1785714285714285,0.0803571428571428,0.6919642857142857,0.0580357142857142,0.8392857142857143,0.7544642857142857,0.2633928571428571,0.0476190476190476,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.1428571428571428,0.0476190476190476,11007893,278.88
0.2040816326530612,0.2551020408163265,0.4081632653061224,0.0408163265306122,0.1326530612244898,0.0204081632653061,0.6836734693877551,0.1530612244897959,0.0714285714285714,0.3673469387755102,0.0714285714285714,0.0612244897959183,0.2142857142857142,0.2346938775510204,0.0714285714285714,0.2040816326530612,0.8775510204081632,0.6020408163265306,0.3163265306122449,0.5918367346938775,0.0204081632653061,0.0408163265306122,0.1020408163265306,0.5306122448979592,0.2551020408163265,0.2755102040816326,0.336734693877551,0.2346938775510204,0.8571428571428571,0.3163265306122449,0.4285714285714285,0.8571428571428571,0.336734693877551,0.173469387755102,0.1428571428571428,0.6836734693877551,0.0714285714285714,0.6836734693877551,0.8163265306122449,0.1530612244897959,0.25,0.125,0.5,0.125,0.25,0.5,0.0,0.375,0.25,0.375,11026197,248.26
0.0938967136150234,0.4037558685446009,0.2018779342723004,0.136150234741784,0.1784037558685446,0.0,0.8262910798122066,0.3192488262910798,0.1126760563380281,0.5821596244131455,0.0093896713615023,0.2112676056338028,0.323943661971831,0.3333333333333333,0.1173708920187793,0.056338028169014,0.8967136150234741,0.8075117370892019,0.5586854460093896,0.6901408450704225,0.1830985915492957,0.0093896713615023,0.1455399061032863,0.3568075117370892,0.568075117370892,0.244131455399061,0.6291079812206573,0.1971830985915492,0.9577464788732394,0.352112676056338,0.6619718309859155,0.9061032863849764,0.2957746478873239,0.1877934272300469,0.0469483568075117,0.92018779342723,0.0375586854460093,0.7981220657276995,0.7417840375586855,0.3615023474178404,0.2,0.2,0.0,0.05,0.05,0.25,0.05,0.25,0.0,0.15,11026278,288.49
0.1565217391304348,0.3130434782608696,0.2434782608695652,0.0782608695652174,0.1043478260869565,0.0,0.8,0.2695652173913043,0.0695652173913043,0.4782608695652174,0.0347826086956521,0.0608695652173913,0.3826086956521739,0.2608695652173913,0.1304347826086956,0.0956521739130434,0.7913043478260869,0.8782608695652174,0.4434782608695652,0.6260869565217392,0.1130434782608695,0.0434782608695652,0.1565217391304348,0.2347826086956521,0.4521739130434782,0.1478260869565217,0.5217391304347826,0.1652173913043478,0.9478260869565216,0.3130434782608696,0.6869565217391305,0.8,0.2260869565217391,0.1565217391304348,0.0521739130434782,0.8260869565217391,0.008695652173913,0.9217391304347826,0.8173913043478261,0.3043478260869565,0.375,0.375,0.25,0.0,0.125,0.375,0.125,0.375,0.25,0.125,11046740,288.21500000000003
0.0615384615384615,0.3538461538461538,0.1538461538461538,0.0769230769230769,0.1846153846153846,0.0,0.7230769230769231,0.2307692307692307,0.123076923076923,0.6153846153846154,0.0153846153846153,0.0,0.2307692307692307,0.3230769230769231,0.0615384615384615,0.0307692307692307,0.6923076923076923,0.8,0.4,0.676923076923077,0.1076923076923077,0.0153846153846153,0.1384615384615384,0.3846153846153846,0.4,0.2153846153846154,0.5538461538461539,0.1538461538461538,0.953846153846154,0.2923076923076923,0.6307692307692307,0.6615384615384615,0.3538461538461538,0.2153846153846154,0.0615384615384615,0.7538461538461538,0.0307692307692307,0.8461538461538461,0.8615384615384616,0.2,0.625,0.625,0.5,0.125,0.5,0.625,0.125,0.5,0.5,0.625,11035960,278.525
0.1242603550295858,0.272189349112426,0.2248520710059171,0.0414201183431952,0.136094674556213,0.0118343195266272,0.727810650887574,0.272189349112426,0.1242603550295858,0.591715976331361,0.0532544378698224,0.0355029585798816,0.3372781065088757,0.2426035502958579,0.1005917159763313,0.0828402366863905,0.727810650887574,0.8047337278106509,0.4201183431952662,0.6982248520710059,0.0236686390532544,0.0177514792899408,0.1005917159763313,0.4378698224852071,0.301775147928994,0.2130177514792899,0.4556213017751479,0.1420118343195266,0.9289940828402368,0.2781065088757396,0.6390532544378699,0.6627218934911243,0.3550295857988165,0.1479289940828402,0.0650887573964497,0.7100591715976331,0.0650887573964497,0.8047337278106509,0.8402366863905325,0.2189349112426035,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,11027754,264.15
0.2176870748299319,0.4421768707482993,0.3673469387755102,0.0612244897959183,0.1156462585034013,0.0068027210884353,0.7006802721088435,0.1292517006802721,0.0748299319727891,0.4285714285714285,0.0340136054421768,0.0544217687074829,0.3061224489795918,0.3469387755102041,0.1768707482993197,0.1020408163265306,0.6122448979591837,0.5850340136054422,0.4353741496598639,0.5510204081632653,0.0136054421768707,0.0272108843537414,0.1020408163265306,0.3333333333333333,0.3401360544217687,0.1020408163265306,0.3401360544217687,0.0816326530612244,0.8979591836734694,0.2789115646258503,0.5510204081632653,0.5714285714285714,0.272108843537415,0.1020408163265306,0.0952380952380952,0.6054421768707483,0.0612244897959183,0.8571428571428571,0.9251700680272108,0.2312925170068027,0.5,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666,11005939,255.93
0.1704545454545454,0.4090909090909091,0.2954545454545454,0.0795454545454545,0.1590909090909091,0.0113636363636363,0.6477272727272727,0.125,0.1477272727272727,0.625,0.0227272727272727,0.0454545454545454,0.2840909090909091,0.2272727272727272,0.1022727272727272,0.034090909090909,0.875,0.8068181818181818,0.3295454545454545,0.5681818181818182,0.0568181818181818,0.0113636363636363,0.0795454545454545,0.5568181818181818,0.3409090909090909,0.2954545454545454,0.3636363636363636,0.1818181818181818,0.9545454545454546,0.3068181818181818,0.4886363636363636,0.7840909090909091,0.3295454545454545,0.1931818181818181,0.1363636363636363,0.7727272727272727,0.1363636363636363,0.7954545454545454,0.8409090909090909,0.2159090909090909,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,11012447,228.28
