A003E_outros_familiares_moram_cmg,A014_estudou_escola_publica_particular,A010B_tem_wifi,A009C_1_pc_em_casa,A013_ingressou_aos_8_ou_mais,A009D_1_quarto_em_casa,A010E_tem_garagem,A010F_tem_microondas,A011_mais_de_1_hora_chegar_escola,A003D_nao_moro_com_avos,A009E_2_tvs_em_casa,A017C_trabalho_domestico_1_a_2_horas,A003C_nao_moro_com_irmaos,A004_nao_sabe_escolaridade_mae,A009G_nenhum_carro_em_casa,A015_nunca_foi_reprovado,A018A_sempre_le_noticias,A017A_nao_tem_lazer,A010C_tem_quarto_so_meu,A020_nao_concluiu_eja,A019_depois_em_so_trabalhar,A006A_pais_sempre_conversam_sobre_escola,A010D_tem_mesa_de_estudo,A017E_trabalha_mais_de_2_horas,A005_nao_sabe_escolaridade_pai,A002_alunos_brancos,A003B_mora_com_pai_padrasto,A017B_faz_curso_mais_de_2_horas,A009F_2_banheiros_em_casa,A012_transporte_carro,A006B_pais_incentiva_estudar,A007_vez_enquanto_contratam_domestica,A009B_1_tablet_em_casa,A006E_pais_nunca_vao_a_reuniao,A010A_tem_tv_a_cabo,A003A_mora_com_mae_madrasta,A018B_nuca_le_livros,A006D_familiar_incentiva_ir_as_aulas,A010I_tem_freezer,A018C_nunca_le_quadrinhos,A008B_tem_agua_tratada,A008C_iluminacao_minha_rua_ok,A010G_tem_aspirador_de_po,A017D_estuda_mais_de_2_horas,A016_nunca_abandonou_escola,P015_le_noticias_muitas_vezes,P120_usa_literatura_para_gramatica_semanalmente,P036_nao_usa_software,P114_pede_para_copiar_textos_semanalmente,P004_trabalha_em_2_escolas,,
Coabitação com outros Familiares,Estudou em Escola Particular,Tem Wifi,Tem 1 PC em Casa,Ingressou aos 8 anos ou mais,Um quarto em Casa,Tem Garagem,Tem Microondas,Mas de 1 hora para chegar,Não mora com Avós,Duas TVs em Casa,Trabalho doméstico de 1 a 2 horas,Não mora com Irmãos,Não sabe Escolaridade da Mãe,Nenhum Carro em Casa,Nunca Foi Reprovado,Sempre Lê Noticias,Não tem Lazer,Tem Quarto Só Seu,Não Concluiu por EJA,Só deseja trabalhar após EM,Pais Conversam sobre Escola,Tem Mesa de Estudo,Trabalha mais de 2 horas,Não sabe Escolaridade do Pai,Raça Branca,Mora com Pai ou Padrastro,Faz curso por mais de duas Horas,,,Pais Incentivam Estudar,Contratam Doméstica,Tablet em Casa,Pais Nunca vão a Reunião,Tem TV a Cabo,Mora com Mãe ou Madastra,Nunca Lê Livros,Familiar incentiva Presença,Tem Freezer,Nunca lê Quadrinhos,Tem Agua Tratada,Boa Iluminação na Rua,Tem Aspirador de Pó,Estuda mais de 2 Horas,Nunca Abandonou Escola,Professor Lê Notícias Frequentemente,Professor Usa Literatura para Gramática,Professor Não usa Software,Professor Pede para Copiar Textos,Professor Trabalha em duas Escolas
